#OGID T  <I>    <V>      P_1  *=extrapolated V magnitude
85990 C 14.315 16.981  310.70 *
86024 O 14.271 16.517  177.23
86064 O 14.163 17.520  297.00
86267 C 15.110 18.904  387.60
86477 O 14.386 17.167  357.20
86586 O 14.273 16.342  141.25
86786 C 15.045 17.380  259.40
86940 C 13.939 16.104  291.70
87222 O 14.334 16.971  200.50
87238 O 14.461 17.231  326.60
87247 C 14.717 17.487  307.10
87272 O 14.883 17.151  123.07
87282 O 14.169 16.850  196.80
87284 C 14.789 17.587  362.40
87363 O 14.154 16.123  148.49
87372 O 14.100 16.513  191.60
87402 O 12.660 16.662  620.50
87498 C 14.492 17.066  334.10
87548 O 13.965 16.021  163.18
87703 O 14.468 17.042  241.40
87705 C 14.930 18.215  322.70
87725 O 14.293 17.052  194.40
87798 C 15.169 19.444  348.90
87817 C 14.590 18.333  359.30
88301 C 14.586 17.195  302.10
88567 C 14.310 17.118  318.20
88629 C 14.141 17.255  359.90
88792 C 14.932 17.871  327.20
88811 O 14.302 17.509  269.70
88880 C 14.131 15.920  178.99
88956 C 14.432 16.874  288.70
89216 O 14.324 17.544  319.30
89219 C 14.415 16.363  163.98
89269 C 14.740 17.386  315.50
89275 O 12.948 16.083  558.90
89382 C 14.185 17.570  343.20
89435 O 14.209 16.391  160.85
89468 O 14.158 16.407  185.31
90025 C 14.668 16.728  217.80
90061 O 14.998 17.129  103.06
90085 O 13.783 16.498  267.20
90199 C 15.171 18.970  470.60
90201 O 14.055 16.202  163.55
90210 C 14.522 17.404  407.70
90327 O 14.216 16.615  207.40
90418 C 14.531 17.997  393.90
90567 C 14.466 16.756  265.50
90579 O 14.230 16.963  277.60
90628 C 14.100 16.039  212.40
90701 O 14.054 16.119  163.58
90737 O 14.192 16.478  181.28
90761 O 15.041 18.049  169.12
90812 O 14.200 16.697  184.68
90895 O 14.095 16.574  203.70
90972 O 14.531 17.834  217.90
90991 C 14.873 18.372  440.70
90995 C 14.005 16.486  305.70
91022 O 14.589 17.087  160.60
91045 O 14.150 16.473  215.30
91174 C 14.740 17.765  334.00
91243 O 14.026 17.681  395.10 *
91308 O 14.292 17.180  243.40
91322 C 14.375 16.907  281.40
91758 O 14.417 17.179  235.50
91877 O 14.124 17.064  230.30
91878 C 15.196 18.308  319.40
